id,name,applicability
account_tag_SAFT_4882,"SAFT 4882",accounts
account_tag_SAFT_4885,"SAFT 4885",accounts
account_tag_SAFT_4900,"SAFT 4900",accounts
account_tag_SAFT_4901,"SAFT 4901",accounts
account_tag_SAFT_4902,"SAFT 4902",accounts
account_tag_SAFT_4903,"SAFT 4903",accounts
account_tag_SAFT_4940,"SAFT 4940",accounts
account_tag_SAFT_4941,"SAFT 4941",accounts
account_tag_SAFT_4942,"SAFT 4942",accounts
account_tag_SAFT_4943,"SAFT 4943",accounts
account_tag_SAFT_4980,"SAFT 4980",accounts
account_tag_SAFT_4981,"SAFT 4981",accounts
account_tag_SAFT_4982,"SAFT 4982",accounts
account_tag_SAFT_4983,"SAFT 4983",accounts
account_tag_SAFT_4995,"SAFT 4995",accounts
account_tag_SAFT_4999,"SAFT 4999",accounts
account_tag_SAFT_5000,"SAFT 5000",accounts
account_tag_SAFT_5001,"SAFT 5001",accounts
account_tag_SAFT_5002,"SAFT 5002",accounts
account_tag_SAFT_5003,"SAFT 5003",accounts
account_tag_SAFT_5004,"SAFT 5004",accounts
account_tag_SAFT_5005,"SAFT 5005",accounts
account_tag_SAFT_5006,"SAFT 5006",accounts
account_tag_SAFT_5007,"SAFT 5007",accounts
account_tag_SAFT_5080,"SAFT 5080",accounts
account_tag_SAFT_5084,"SAFT 5084",accounts
account_tag_SAFT_5100,"SAFT 5100",accounts
account_tag_SAFT_5200,"SAFT 5200",accounts
account_tag_SAFT_5300,"SAFT 5300",accounts
account_tag_SAFT_5310,"SAFT 5310",accounts
account_tag_SAFT_5320,"SAFT 5320",accounts
account_tag_SAFT_5330,"SAFT 5330",accounts
account_tag_SAFT_5340,"SAFT 5340",accounts
account_tag_SAFT_5350,"SAFT 5350",accounts
account_tag_SAFT_5360,"SAFT 5360",accounts
account_tag_SAFT_5370,"SAFT 5370",accounts
account_tag_SAFT_5400,"SAFT 5400",accounts
account_tag_SAFT_5410,"SAFT 5410",accounts
account_tag_SAFT_5411,"SAFT 5411",accounts
account_tag_SAFT_5412,"SAFT 5412",accounts
account_tag_SAFT_5414,"SAFT 5414",accounts
account_tag_SAFT_5415,"SAFT 5415",accounts
account_tag_SAFT_5416,"SAFT 5416",accounts
account_tag_SAFT_5417,"SAFT 5417",accounts
account_tag_SAFT_5440,"SAFT 5440",accounts
account_tag_SAFT_5441,"SAFT 5441",accounts
account_tag_SAFT_5450,"SAFT 5450",accounts
account_tag_SAFT_5451,"SAFT 5451",accounts
account_tag_SAFT_5460,"SAFT 5460",accounts
account_tag_SAFT_5461,"SAFT 5461",accounts
account_tag_SAFT_5470,"SAFT 5470",accounts
account_tag_SAFT_5471,"SAFT 5471",accounts
account_tag_SAFT_5500,"SAFT 5500",accounts
account_tag_SAFT_5501,"SAFT 5501",accounts
account_tag_SAFT_5600,"SAFT 5600",accounts
account_tag_SAFT_5601,"SAFT 5601",accounts
account_tag_SAFT_5610,"SAFT 5610",accounts
account_tag_SAFT_5615,"SAFT 5615",accounts
account_tag_SAFT_5620,"SAFT 5620",accounts
account_tag_SAFT_5621,"SAFT 5621",accounts
account_tag_SAFT_5700,"SAFT 5700",accounts
account_tag_SAFT_5750,"SAFT 5750",accounts
account_tag_SAFT_5770,"SAFT 5770",accounts
account_tag_SAFT_5772,"SAFT 5772",accounts
account_tag_SAFT_5774,"SAFT 5774",accounts
account_tag_SAFT_5780,"SAFT 5780",accounts
account_tag_SAFT_5800,"SAFT 5800",accounts
account_tag_SAFT_5801,"SAFT 5801",accounts
account_tag_SAFT_5802,"SAFT 5802",accounts
account_tag_SAFT_5803,"SAFT 5803",accounts
account_tag_SAFT_5805,"SAFT 5805",accounts
account_tag_SAFT_5806,"SAFT 5806",accounts
account_tag_SAFT_5810,"SAFT 5810",accounts
account_tag_SAFT_5811,"SAFT 5811",accounts
account_tag_SAFT_5812,"SAFT 5812",accounts
account_tag_SAFT_5820,"SAFT 5820",accounts
account_tag_SAFT_5821,"SAFT 5821",accounts
account_tag_SAFT_5822,"SAFT 5822",accounts
account_tag_SAFT_5830,"SAFT 5830",accounts
account_tag_SAFT_5831,"SAFT 5831",accounts
account_tag_SAFT_5834,"SAFT 5834",accounts
account_tag_SAFT_5835,"SAFT 5835",accounts
account_tag_SAFT_5840,"SAFT 5840",accounts
account_tag_SAFT_5842,"SAFT 5842",accounts
account_tag_SAFT_5844,"SAFT 5844",accounts
account_tag_SAFT_5850,"SAFT 5850",accounts
account_tag_SAFT_5851,"SAFT 5851",accounts
account_tag_SAFT_5852,"SAFT 5852",accounts
account_tag_SAFT_5853,"SAFT 5853",accounts
account_tag_SAFT_5855,"SAFT 5855",accounts
account_tag_SAFT_5856,"SAFT 5856",accounts
account_tag_SAFT_5857,"SAFT 5857",accounts
account_tag_SAFT_5858,"SAFT 5858",accounts
account_tag_SAFT_5860,"SAFT 5860",accounts
account_tag_SAFT_5900,"SAFT 5900",accounts
account_tag_SAFT_6000,"SAFT 6000",accounts
account_tag_SAFT_6005,"SAFT 6005",accounts
account_tag_SAFT_6010,"SAFT 6010",accounts
account_tag_SAFT_6015,"SAFT 6015",accounts
account_tag_SAFT_6020,"SAFT 6020",accounts
account_tag_SAFT_6025,"SAFT 6025",accounts
account_tag_SAFT_6030,"SAFT 6030",accounts
account_tag_SAFT_6040,"SAFT 6040",accounts
account_tag_SAFT_6050,"SAFT 6050",accounts
account_tag_SAFT_6060,"SAFT 6060",accounts
account_tag_SAFT_6070,"SAFT 6070",accounts
account_tag_SAFT_6090,"SAFT 6090",accounts
account_tag_SAFT_6100,"SAFT 6100",accounts
account_tag_SAFT_6200,"SAFT 6200",accounts
account_tag_SAFT_6205,"SAFT 6205",accounts
account_tag_SAFT_6210,"SAFT 6210",accounts
account_tag_SAFT_6220,"SAFT 6220",accounts
account_tag_SAFT_6225,"SAFT 6225",accounts
account_tag_SAFT_6230,"SAFT 6230",accounts
account_tag_SAFT_6240,"SAFT 6240",accounts
account_tag_SAFT_6250,"SAFT 6250",accounts
account_tag_SAFT_6260,"SAFT 6260",accounts
account_tag_SAFT_6270,"SAFT 6270",accounts
account_tag_SAFT_6290,"SAFT 6290",accounts
account_tag_SAFT_6400,"SAFT 6400",accounts
account_tag_SAFT_6401,"SAFT 6401",accounts
account_tag_SAFT_6402,"SAFT 6402",accounts
account_tag_SAFT_6403,"SAFT 6403",accounts
account_tag_SAFT_6404,"SAFT 6404",accounts
account_tag_SAFT_6410,"SAFT 6410",accounts
account_tag_SAFT_6411,"SAFT 6411",accounts
account_tag_SAFT_6420,"SAFT 6420",accounts
account_tag_SAFT_6421,"SAFT 6421",accounts
account_tag_SAFT_6450,"SAFT 6450",accounts
account_tag_SAFT_6451,"SAFT 6451",accounts
account_tag_SAFT_6452,"SAFT 6452",accounts
account_tag_SAFT_6453,"SAFT 6453",accounts
account_tag_SAFT_6454,"SAFT 6454",accounts
account_tag_SAFT_6455,"SAFT 6455",accounts
account_tag_SAFT_6460,"SAFT 6460",accounts
account_tag_SAFT_6461,"SAFT 6461",accounts
account_tag_SAFT_6500,"SAFT 6500",accounts
account_tag_SAFT_6560,"SAFT 6560",accounts
account_tag_SAFT_6580,"SAFT 6580",accounts
account_tag_SAFT_6590,"SAFT 6590",accounts
account_tag_SAFT_6600,"SAFT 6600",accounts
account_tag_SAFT_6601,"SAFT 6601",accounts
account_tag_SAFT_6602,"SAFT 6602",accounts
account_tag_SAFT_6603,"SAFT 6603",accounts
account_tag_SAFT_6660,"SAFT 6660",accounts
account_tag_SAFT_6661,"SAFT 6661",accounts
account_tag_SAFT_6662,"SAFT 6662",accounts
account_tag_SAFT_6663,"SAFT 6663",accounts
account_tag_SAFT_6670,"SAFT 6670",accounts
account_tag_SAFT_6680,"SAFT 6680",accounts
account_tag_SAFT_6685,"SAFT 6685",accounts
account_tag_SAFT_6690,"SAFT 6690",accounts
account_tag_SAFT_6695,"SAFT 6695",accounts
account_tag_SAFT_6700,"SAFT 6700",accounts
account_tag_SAFT_6710,"SAFT 6710",accounts
account_tag_SAFT_6720,"SAFT 6720",accounts
account_tag_SAFT_6730,"SAFT 6730",accounts
account_tag_SAFT_6731,"SAFT 6731",accounts
account_tag_SAFT_6740,"SAFT 6740",accounts
account_tag_SAFT_6750,"SAFT 6750",accounts
account_tag_SAFT_6751,"SAFT 6751",accounts
account_tag_SAFT_6790,"SAFT 6790",accounts
account_tag_SAFT_6791,"SAFT 6791",accounts
account_tag_SAFT_6800,"SAFT 6800",accounts
account_tag_SAFT_7000,"SAFT 7000",accounts
account_tag_SAFT_7005,"SAFT 7005",accounts
account_tag_SAFT_7010,"SAFT 7010",accounts
account_tag_SAFT_7011,"SAFT 7011",accounts
account_tag_SAFT_7020,"SAFT 7020",accounts
account_tag_SAFT_7021,"SAFT 7021",accounts
account_tag_SAFT_7022,"SAFT 7022",accounts
account_tag_SAFT_7030,"SAFT 7030",accounts
account_tag_SAFT_7040,"SAFT 7040",accounts
account_tag_SAFT_7041,"SAFT 7041",accounts
account_tag_SAFT_7042,"SAFT 7042",accounts
account_tag_SAFT_7050,"SAFT 7050",accounts
account_tag_SAFT_7090,"SAFT 7090",accounts
account_tag_SAFT_7100,"SAFT 7100",accounts
account_tag_SAFT_7110,"SAFT 7110",accounts
account_tag_SAFT_7120,"SAFT 7120",accounts
account_tag_SAFT_7130,"SAFT 7130",accounts
account_tag_SAFT_7140,"SAFT 7140",accounts
account_tag_SAFT_7150,"SAFT 7150",accounts
account_tag_SAFT_7160,"SAFT 7160",accounts
account_tag_SAFT_7161,"SAFT 7161",accounts
account_tag_SAFT_7162,"SAFT 7162",accounts
account_tag_SAFT_7170,"SAFT 7170",accounts
account_tag_SAFT_7171,"SAFT 7171",accounts
account_tag_SAFT_7180,"SAFT 7180",accounts
account_tag_SAFT_7200,"SAFT 7200",accounts
account_tag_SAFT_7201,"SAFT 7201",accounts
account_tag_SAFT_7202,"SAFT 7202",accounts
account_tag_SAFT_7203,"SAFT 7203",accounts
account_tag_SAFT_7204,"SAFT 7204",accounts
account_tag_SAFT_7205,"SAFT 7205",accounts
account_tag_SAFT_7206,"SAFT 7206",accounts
account_tag_SAFT_7209,"SAFT 7209",accounts
account_tag_SAFT_7210,"SAFT 7210",accounts
account_tag_SAFT_7215,"SAFT 7215",accounts
account_tag_SAFT_7216,"SAFT 7216",accounts
account_tag_SAFT_7220,"SAFT 7220",accounts
account_tag_SAFT_7225,"SAFT 7225",accounts
account_tag_SAFT_7230,"SAFT 7230",accounts
account_tag_SAFT_7235,"SAFT 7235",accounts
account_tag_SAFT_7300,"SAFT 7300",accounts
account_tag_SAFT_7320,"SAFT 7320",accounts
account_tag_SAFT_7321,"SAFT 7321",accounts
account_tag_SAFT_7322,"SAFT 7322",accounts
account_tag_SAFT_7323,"SAFT 7323",accounts
account_tag_SAFT_7324,"SAFT 7324",accounts
account_tag_SAFT_7325,"SAFT 7325",accounts
account_tag_SAFT_7326,"SAFT 7326",accounts
account_tag_SAFT_7330,"SAFT 7330",accounts
account_tag_SAFT_7332,"SAFT 7332",accounts
account_tag_SAFT_7334,"SAFT 7334",accounts
account_tag_SAFT_7335,"SAFT 7335",accounts
account_tag_SAFT_7336,"SAFT 7336",accounts
account_tag_SAFT_7340,"SAFT 7340",accounts
account_tag_SAFT_7345,"SAFT 7345",accounts
account_tag_SAFT_7350,"SAFT 7350",accounts
account_tag_SAFT_7355,"SAFT 7355",accounts
account_tag_SAFT_7360,"SAFT 7360",accounts
account_tag_SAFT_7370,"SAFT 7370",accounts
account_tag_SAFT_7380,"SAFT 7380",accounts
account_tag_SAFT_7381,"SAFT 7381",accounts
account_tag_SAFT_7382,"SAFT 7382",accounts
account_tag_SAFT_7385,"SAFT 7385",accounts
account_tag_SAFT_7390,"SAFT 7390",accounts
account_tag_SAFT_7400,"SAFT 7400",accounts
account_tag_SAFT_7401,"SAFT 7401",accounts
account_tag_SAFT_7402,"SAFT 7402",accounts
account_tag_SAFT_7410,"SAFT 7410",accounts
account_tag_SAFT_7411,"SAFT 7411",accounts
account_tag_SAFT_7412,"SAFT 7412",accounts
account_tag_SAFT_7440,"SAFT 7440",accounts
account_tag_SAFT_7480,"SAFT 7480",accounts
account_tag_SAFT_7490,"SAFT 7490",accounts
account_tag_SAFT_7500,"SAFT 7500",accounts
account_tag_SAFT_7540,"SAFT 7540",accounts
account_tag_SAFT_7580,"SAFT 7580",accounts
account_tag_SAFT_7585,"SAFT 7585",accounts
account_tag_SAFT_7600,"SAFT 7600",accounts
account_tag_SAFT_7601,"SAFT 7601",accounts
account_tag_SAFT_7610,"SAFT 7610",accounts
account_tag_SAFT_7611,"SAFT 7611",accounts
account_tag_SAFT_7630,"SAFT 7630",accounts
account_tag_SAFT_7631,"SAFT 7631",accounts
account_tag_SAFT_7650,"SAFT 7650",accounts
account_tag_SAFT_7651,"SAFT 7651",accounts
account_tag_SAFT_7652,"SAFT 7652",accounts
account_tag_SAFT_7653,"SAFT 7653",accounts
account_tag_SAFT_7654,"SAFT 7654",accounts
account_tag_SAFT_7660,"SAFT 7660",accounts
account_tag_SAFT_7661,"SAFT 7661",accounts
account_tag_SAFT_7685,"SAFT 7685",accounts
account_tag_SAFT_7690,"SAFT 7690",accounts
account_tag_SAFT_7695,"SAFT 7695",accounts
account_tag_SAFT_7696,"SAFT 7696",accounts
account_tag_SAFT_7700,"SAFT 7700",accounts
account_tag_SAFT_7710,"SAFT 7710",accounts
account_tag_SAFT_7720,"SAFT 7720",accounts
account_tag_SAFT_7740,"SAFT 7740",accounts
account_tag_SAFT_7750,"SAFT 7750",accounts
account_tag_SAFT_7755,"SAFT 7755",accounts
account_tag_SAFT_7758,"SAFT 7758",accounts
account_tag_SAFT_7760,"SAFT 7760",accounts
account_tag_SAFT_7765,"SAFT 7765",accounts
account_tag_SAFT_7770,"SAFT 7770",accounts
account_tag_SAFT_7775,"SAFT 7775",accounts
account_tag_SAFT_7780,"SAFT 7780",accounts
account_tag_SAFT_7782,"SAFT 7782",accounts
account_tag_SAFT_7785,"SAFT 7785",accounts
account_tag_SAFT_7790,"SAFT 7790",accounts
account_tag_SAFT_7800,"SAFT 7800",accounts
account_tag_SAFT_7801,"SAFT 7801",accounts
account_tag_SAFT_7804,"SAFT 7804",accounts
account_tag_SAFT_7805,"SAFT 7805",accounts
account_tag_SAFT_7806,"SAFT 7806",accounts
account_tag_SAFT_7807,"SAFT 7807",accounts
account_tag_SAFT_7808,"SAFT 7808",accounts
account_tag_SAFT_7809,"SAFT 7809",accounts
account_tag_SAFT_7810,"SAFT 7810",accounts
account_tag_SAFT_7811,"SAFT 7811",accounts
account_tag_SAFT_7815,"SAFT 7815",accounts
account_tag_SAFT_7816,"SAFT 7816",accounts
account_tag_SAFT_7820,"SAFT 7820",accounts
account_tag_SAFT_7825,"SAFT 7825",accounts
account_tag_SAFT_7830,"SAFT 7830",accounts
account_tag_SAFT_7840,"SAFT 7840",accounts
account_tag_SAFT_7841,"SAFT 7841",accounts
account_tag_SAFT_7850,"SAFT 7850",accounts
account_tag_SAFT_7860,"SAFT 7860",accounts
account_tag_SAFT_7870,"SAFT 7870",accounts
account_tag_SAFT_7890,"SAFT 7890",accounts
account_tag_SAFT_7900,"SAFT 7900",accounts
account_tag_SAFT_7910,"SAFT 7910",accounts
account_tag_SAFT_7960,"SAFT 7960",accounts
account_tag_SAFT_7970,"SAFT 7970",accounts
account_tag_SAFT_7980,"SAFT 7980",accounts
account_tag_SAFT_7990,"SAFT 7990",accounts
account_tag_SAFT_7999,"SAFT 7999",accounts
account_tag_SAFT_8000,"SAFT 8000",accounts
account_tag_SAFT_8010,"SAFT 8010",accounts
account_tag_SAFT_8020,"SAFT 8020",accounts
account_tag_SAFT_8030,"SAFT 8030",accounts
account_tag_SAFT_8040,"SAFT 8040",accounts
account_tag_SAFT_8045,"SAFT 8045",accounts
account_tag_SAFT_8050,"SAFT 8050",accounts
account_tag_SAFT_8052,"SAFT 8052",accounts
account_tag_SAFT_8055,"SAFT 8055",accounts
account_tag_SAFT_8060,"SAFT 8060",accounts
account_tag_SAFT_8070,"SAFT 8070",accounts
account_tag_SAFT_8080,"SAFT 8080",accounts
account_tag_SAFT_8100,"SAFT 8100",accounts
account_tag_SAFT_8101,"SAFT 8101",accounts
account_tag_SAFT_8110,"SAFT 8110",accounts
account_tag_SAFT_8120,"SAFT 8120",accounts
account_tag_SAFT_8121,"SAFT 8121",accounts
account_tag_SAFT_8122,"SAFT 8122",accounts
account_tag_SAFT_8125,"SAFT 8125",accounts
account_tag_SAFT_8140,"SAFT 8140",accounts
account_tag_SAFT_8150,"SAFT 8150",accounts
account_tag_SAFT_8160,"SAFT 8160",accounts
account_tag_SAFT_8170,"SAFT 8170",accounts
account_tag_SAFT_8171,"SAFT 8171",accounts
account_tag_SAFT_8180,"SAFT 8180",accounts
account_tag_SAFT_8181,"SAFT 8181",accounts
account_tag_SAFT_8190,"SAFT 8190",accounts
account_tag_SAFT_8191,"SAFT 8191",accounts
account_tag_SAFT_8200,"SAFT 8200",accounts
account_tag_SAFT_8201,"SAFT 8201",accounts
account_tag_SAFT_8205,"SAFT 8205",accounts
account_tag_SAFT_8206,"SAFT 8206",accounts
account_tag_SAFT_8210,"SAFT 8210",accounts
account_tag_SAFT_8211,"SAFT 8211",accounts
account_tag_SAFT_8220,"SAFT 8220",accounts
account_tag_SAFT_8230,"SAFT 8230",accounts
account_tag_SAFT_8231,"SAFT 8231",accounts
account_tag_SAFT_8232,"SAFT 8232",accounts
account_tag_SAFT_8260,"SAFT 8260",accounts
account_tag_SAFT_8261,"SAFT 8261",accounts
account_tag_SAFT_8270,"SAFT 8270",accounts
account_tag_SAFT_8271,"SAFT 8271",accounts
account_tag_SAFT_8280,"SAFT 8280",accounts
account_tag_SAFT_8281,"SAFT 8281",accounts
account_tag_SAFT_8290,"SAFT 8290",accounts
account_tag_SAFT_8300,"SAFT 8300",accounts
account_tag_SAFT_8310,"SAFT 8310",accounts
account_tag_SAFT_8320,"SAFT 8320",accounts
account_tag_SAFT_8340,"SAFT 8340",accounts
account_tag_SAFT_8350,"SAFT 8350",accounts
account_tag_SAFT_8360,"SAFT 8360",accounts
account_tag_SAFT_8400,"SAFT 8400",accounts
account_tag_SAFT_8410,"SAFT 8410",accounts
account_tag_SAFT_8420,"SAFT 8420",accounts
account_tag_SAFT_8440,"SAFT 8440",accounts
account_tag_SAFT_8445,"SAFT 8445",accounts
account_tag_SAFT_8450,"SAFT 8450",accounts
account_tag_SAFT_8460,"SAFT 8460",accounts
account_tag_SAFT_8470,"SAFT 8470",accounts
account_tag_SAFT_8480,"SAFT 8480",accounts
account_tag_SAFT_8490,"SAFT 8490",accounts
account_tag_SAFT_8500,"SAFT 8500",accounts
account_tag_SAFT_8510,"SAFT 8510",accounts
account_tag_SAFT_8520,"SAFT 8520",accounts
account_tag_SAFT_8530,"SAFT 8530",accounts
account_tag_SAFT_8540,"SAFT 8540",accounts
account_tag_SAFT_8550,"SAFT 8550",accounts
account_tag_SAFT_8560,"SAFT 8560",accounts
account_tag_SAFT_8600,"SAFT 8600",accounts
account_tag_SAFT_8610,"SAFT 8610",accounts
account_tag_SAFT_8700,"SAFT 8700",accounts
account_tag_SAFT_8710,"SAFT 8710",accounts
account_tag_SAFT_8720,"SAFT 8720",accounts
account_tag_SAFT_8750,"SAFT 8750",accounts
account_tag_SAFT_8760,"SAFT 8760",accounts
account_tag_SAFT_8770,"SAFT 8770",accounts
account_tag_SAFT_8800,"SAFT 8800",accounts
account_tag_SAFT_8810,"SAFT 8810",accounts
account_tag_SAFT_8900,"SAFT 8900",accounts
account_tag_SAFT_8910,"SAFT 8910",accounts
account_tag_SAFT_8920,"SAFT 8920",accounts
account_tag_SAFT_8990,"SAFT 8990",accounts
account_tag_SAFT_8991,"SAFT 8991",accounts
account_tag_SAFT_9000,"SAFT 9000",accounts
account_tag_SAFT_9001,"SAFT 9001",accounts
account_tag_SAFT_9009,"SAFT 9009",accounts
account_tag_SAFT_9010,"SAFT 9010",accounts
account_tag_SAFT_9011,"SAFT 9011",accounts
account_tag_SAFT_9030,"SAFT 9030",accounts
account_tag_SAFT_9031,"SAFT 9031",accounts
account_tag_SAFT_9040,"SAFT 9040",accounts
account_tag_SAFT_9050,"SAFT 9050",accounts
account_tag_SAFT_9060,"SAFT 9060",accounts
account_tag_SAFT_9070,"SAFT 9070",accounts
account_tag_SAFT_9080,"SAFT 9080",accounts
account_tag_SAFT_9090,"SAFT 9090",accounts
account_tag_SAFT_9130,"SAFT 9130",accounts
account_tag_SAFT_9140,"SAFT 9140",accounts
account_tag_SAFT_9150,"SAFT 9150",accounts
account_tag_SAFT_9160,"SAFT 9160",accounts
account_tag_SAFT_9161,"SAFT 9161",accounts
account_tag_SAFT_9162,"SAFT 9162",accounts
account_tag_SAFT_9163,"SAFT 9163",accounts
account_tag_SAFT_9190,"SAFT 9190",accounts
account_tag_SAFT_9191,"SAFT 9191",accounts
account_tag_SAFT_9192,"SAFT 9192",accounts
account_tag_SAFT_9200,"SAFT 9200",accounts
account_tag_SAFT_9210,"SAFT 9210",accounts
account_tag_SAFT_9220,"SAFT 9220",accounts
account_tag_SAFT_9240,"SAFT 9240",accounts
account_tag_SAFT_9300,"SAFT 9300",accounts
account_tag_SAFT_9310,"SAFT 9310",accounts
account_tag_SAFT_9320,"SAFT 9320",accounts
account_tag_SAFT_9330,"SAFT 9330",accounts
account_tag_SAFT_9340,"SAFT 9340",accounts
account_tag_SAFT_9345,"SAFT 9345",accounts
account_tag_SAFT_9350,"SAFT 9350",accounts
account_tag_SAFT_9351,"SAFT 9351",accounts
account_tag_SAFT_9360,"SAFT 9360",accounts
account_tag_SAFT_9361,"SAFT 9361",accounts
account_tag_SAFT_9370,"SAFT 9370",accounts
account_tag_SAFT_9371,"SAFT 9371",accounts
account_tag_SAFT_9380,"SAFT 9380",accounts
account_tag_SAFT_9381,"SAFT 9381",accounts
account_tag_SAFT_9385,"SAFT 9385",accounts
account_tag_SAFT_9389,"SAFT 9389",accounts
account_tag_SAFT_9390,"SAFT 9390",accounts
account_tag_SAFT_9392,"SAFT 9392",accounts
account_tag_SAFT_9393,"SAFT 9393",accounts
account_tag_SAFT_9396,"SAFT 9396",accounts
account_tag_SAFT_9397,"SAFT 9397",accounts
account_tag_SAFT_9400,"SAFT 9400",accounts
account_tag_SAFT_9410,"SAFT 9410",accounts
account_tag_SAFT_9420,"SAFT 9420",accounts
account_tag_SAFT_9430,"SAFT 9430",accounts
account_tag_SAFT_9450,"SAFT 9450",accounts
account_tag_SAFT_9501,"SAFT 9501",accounts
account_tag_SAFT_9502,"SAFT 9502",accounts
account_tag_SAFT_9550,"SAFT 9550",accounts
account_tag_SAFT_9570,"SAFT 9570",accounts
account_tag_SAFT_9580,"SAFT 9580",accounts
account_tag_SAFT_9581,"SAFT 9581",accounts
account_tag_SAFT_9600,"SAFT 9600",accounts
account_tag_SAFT_9601,"SAFT 9601",accounts
account_tag_SAFT_9610,"SAFT 9610",accounts
account_tag_SAFT_9611,"SAFT 9611",accounts
account_tag_SAFT_9612,"SAFT 9612",accounts
account_tag_SAFT_9613,"SAFT 9613",accounts
account_tag_SAFT_9614,"SAFT 9614",accounts
account_tag_SAFT_9618,"SAFT 9618",accounts
account_tag_SAFT_9620,"SAFT 9620",accounts
account_tag_SAFT_9630,"SAFT 9630",accounts
account_tag_SAFT_9640,"SAFT 9640",accounts
account_tag_SAFT_9641,"SAFT 9641",accounts
account_tag_SAFT_9644,"SAFT 9644",accounts
account_tag_SAFT_9700,"SAFT 9700",accounts
account_tag_SAFT_9710,"SAFT 9710",accounts
account_tag_SAFT_9720,"SAFT 9720",accounts
account_tag_SAFT_9730,"SAFT 9730",accounts
account_tag_SAFT_9800,"SAFT 9800",accounts
account_tag_SAFT_9810,"SAFT 9810",accounts
account_tag_SAFT_9850,"SAFT 9850",accounts
account_tag_SAFT_9880,"SAFT 9880",accounts
account_tag_SAFT_9881,"SAFT 9881",accounts
account_tag_SAFT_9882,"SAFT 9882",accounts
account_tag_SAFT_9883,"SAFT 9883",accounts
account_tag_SAFT_9884,"SAFT 9884",accounts
account_tag_SAFT_9890,"SAFT 9890",accounts
account_tag_SAFT_9891,"SAFT 9891",accounts
account_tag_SAFT_9990,"SAFT 9990",accounts
account_tag_SAFT_9991,"SAFT 9991",accounts
account_tag_SAFT_9992,"SAFT 9992",accounts
account_tag_SAFT_9993,"SAFT 9993",accounts
account_tag_SAFT_9994,"SAFT 9994",accounts
